term,freq,parts
경기양주시,23,경기 양주시
수분양자,23,수분 양자
지배회사지분순이익손실,23,지배 회사 지분 순이익 손실
이희직,23,이희
최경식,23,최경
거래종결일,23,거래 종결
세후금액,23,세후 금액
제5회무보증사모사채,23,보증 사모 사채
제72무보증공모사채,23,보증 공모 사채
8당기법인세자산,23,당기 법인세 자산
경영관리팀,23,경영 관리
주당순이익기본,23,주당순이익 기본
유지보수충당부채,23,유지 보수 충당 부채
로봇산업기술개발사업초격차,23,로봇 산업 기술 개발 사업 격차
CMA운용자산,23,CMA 운용 자산
2재보험영업수익,23,보험 영업 수익
2재보험영업비용,23,보험 영업 비용
기대신용손실충당금환입,23,기대 신용 손실 충당금
다온종합건설주2,23,다온종합건설
위험회피회계파생상품처분이익,23,위험 회피 회계 파생 상품 처분 이익
위험회피회계파생상품처분손실,23,위험 회피 회계 파생 상품 처분 손실
IV기타부채,23,IV 기타 부채
3판매비와관리비,23,판매 관리비
조건부증권인수약정합계,23,조건부 증권 인수 약정 합계
금융자산손상차손,23,금융 자산 손상
회원권손상차손,23,회원권 손상
은상영,23,상영
회수매각,23,회수 매각
코스모스블루,23,코스모스 블루
III상각후원가측정금융자산,23,III 상각 원가 측정 금융 자산
VIII기타자산,23,VIII 기타 자산
환매조건부채권매수비현금거래,23,환매 조건부 채권 매수 현금 거래
도준형,23,도준
김용우,23,김용
당기손익재분류금액,23,당기 손익 분류 금액
교육등,23,교육
법인세비용주23,23,법인세 비용
최주선,23,주선
삼성생명특별계정,23,삼성생명 특별 계정
계약자산손상차손,23,계약 자산 손상
관계기업투자평가이익,23,관계 기업 투자 평가 이익
관계기업투자평가손실,23,관계 기업 투자 평가 손실
에이앤디신용정보4,23,에이앤디 신용정보
신공항하이웨이4,23,신공항하이웨이
손창규,23,
보험리스크관리위원회,23,보험 리스크 관리 위원회
자산리스크관리위원회,23,자산 리스크 관리 위원회
ALM헷지위원회,23,ALM 헷지위원회
사고관리위원회,23,사고 관리 위원회
위기관리위원회,23,위기관리 위원회
책임준비금,23,책임 준비금
전전기말,23,전기
계약체결일자,23,계약 체결 일자
내부회계관리제도감사,23,내부 회계 관리 제도 감사
인증부처,23,인증 부처
유효기간,23,유효 기간
5현금흐름위험회피파생손익,23,현금 흐름 위험 회피 파생 손익
미지급성과,23,지급 성과
보험위험,23,보험 위험
연결자본조정,23,연결 자본 조정
외화매매손실,23,외화 매매 손실
통상임금관련소송주1,23,통상 임금 관련 소송
교환권행사,23,교환 행사
조기정산,23,조기 정산
정산일,23,정산
정산기준금액,23,정산 기준 금액
투자자정산금,23,투자자 정산
장기금융상품등,23,장기 금융 상품
생명공학연구본부,23,생명 공학 연구 본부
수원지방법원안양지원,23,수원지방법원 안양 지원
기타자본항목주24,23,기타 자본 항목
김용숙,23,김용
게임개발,23,게임 개발
신한금융지주회사,23,신한금융지주 회사
정산손익,23,정산 손익
ABS및ABCP매입약정,23,ABS ABCP 매입 약정
지아이비캡스주,23,지아이비캡스
최영권,23,최영
주코스비전국내계열회사,23,주코스 비전 국내 계열 회사
기술용역매출,23,기술 용역 매출
유동성전환상환우선주부채,23,유동 전환 상환 우선주 부채
라이선스계약,23,라이선스 계약
주주및임원,23,주주 임원
기초감가상각누계액,23,기초 감가상각 누계
이규봉,23,이규
금융보증비용수익,23,금융 보증 비용 수익
김병균,23,
문샷코리아주식회사,23,코리아 주식회사
UTCSports1Fund,23,UTCSports Fund
주바로고전환상환우선주,23,주바 로고 전환 상환 우선주
주벤타브이알상환전환우선주,23,주벤타브이알 상환 전환 우선주
주케나즈상환전환우선주,23,주케나즈 상환 전환 우선주
1기본및희석주당이익단위원,23,기본 희석 이익 단위
우리에이치알제일차주식회사,23,우리에이치알제일차 주식회사
우리티에스제일차주식회사,23,우리티에스제일차 주식회사
레아컴퍼니,23,레아 컴퍼니
제8회상각형조건부자본증권,23,상각 조건 자본 증권
평균환율USDKRW,23,평균 환율 USDKRW
창원공장토지건물,23,창원 공장 토지 건물
국내계약,23,국내 계약
원화고정차입금,23,원화 고정 차입금
241회무보증사채,23,보증 사채
스무디킹코리아주식회사,23,스무디 코리아 주식회사
선택형및주식결제형,23,선택 주식 결제
지분법주식처분이익,23,지분 주식 처분 이익
김병민,23,
기타평가충당금,23,기타 평가 충당금
정규돈,23,정규
디지털광고,23,디지털 광고
기타자본구성요소주24,23,기타 자본 구성 요소
기본주당이익단위원주25,23,기본 이익 단위
희석주당이익단위원주25,23,희석 이익 단위
하나씨케이제일차주식회사,23,하나씨케이제일차 주식회사
검단나인원제일차주식회사,23,검단나인원제일차 주식회사
원메가원창제일차주식회사,23,원메가원창제일차 주식회사
거래비용,23,거래 비용
제501회무보증,23,보증
이사회운영위원회,23,이사회 운영 위원회
하나여의도제일차주식회사,23,하나여의도제일차 주식회사
제이부르크제육차주식회사,23,제이부르크제육차 주식회사
하나고척제일차주식회사,23,하나고척제일차 주식회사
하나구로제일차주식회사,23,하나구로제일차 주식회사
하나디에프제일차주식회사,23,하나디에프제일차 주식회사
하나머스트7호기업인수목적,23,하나머스트 기업 인수 목적
현지금융지급보증,23,현지 금융 지급 보증
J계약,23,계약
해오름태양광발전소주식회사,23,오름 태양광 발전소 주식회사
김동관등기임원혈족,23,김동관 등기 임원 혈족
공기구비품및전산기기,23,기구 비품 전산 기기
신고공시일자,23,신고 공시 일자
KCLNGTech주,23,KCLNGTech
차입금등종류,23,차입금 종류
힐스테이트몬테로이,23,힐스테이트몬테로
이노션주,23,이노
컨소시엄참여사업회사,23,컨소시엄 참여 사업 회사
김진환,23,김진
글로비스인도네시아,23,글로비스 인도네시아
자금대출약정,23,자금 대출 약정
철도BA,23,철도 BA
철도BB,23,철도 BB
철도BC,23,철도 BC
철도BD,23,철도 BD
차량용램프,23,차량 램프
무보증공모사채제12회,23,보증 공모 사채
전북현대모터스에프씨주,23,전북현대모터스에프씨
42AirInc,23,AirInc
효성비에이솔라주식회사,23,효성비에이솔라 주식회사
효성지에스솔라주식회사,23,효성지에스솔라 주식회사
제212회무보증사채,22,보증 사채
설립국가,22,설립 국가
기타가입권,22,기타 가입
세후기타포괄손익합계,22,세후 기타 포괄 손익 합계
재고자산처분손실조정,22,재고 자산 처분 손실 조정
유동환불부채,22,유동 환불 부채
공정가치금융자산,22,공정 가치 금융 자산
현금및현금등가물,22,현금 등가
당기순이익중우선주해당분,22,당기 순이익 우선주 해당
기타기타비유동자산,22,기타 유동 자산
사무직대리이하,22,사무 대리 이하
사무직과장이상,22,사무 과장 이상
신규계약액계약잔액,22,신규 계약 잔액
계약자산건설계약,22,계약 자산 건설
계약부채건설계약,22,계약 부채 건설
김관중,22,관중
예상지급액,22,예상 지급액
기말할인율,22,기말 할인
XIII당기순이익,22,XIII 당기 순이익
유동손실충당부채,22,유동 손실 충당 부채
기타투자자산처분손실,22,기타 투자 자산 처분 손실
조선특수선,22,조선 특수선
제51회무보증사채,22,보증 사채
해외사업환산손익세전금액,22,해외 사업 환산 손익 세전 금액
해외사업환산손익세후금액,22,해외 사업 환산 손익 세후 금액
